221.59;773.50
225.91;566.41
22.53;56.64
-201.56;-41.03
-240.34;-1166.61
-58.15;-116.66
177.50;-11.67
249.96;1151.01
92.61;700.93
-149.89;423.79
-254.58;42.38
-125.21;-915.56
119.28;-91.56
254.10;796.27
155.31;79.63
-86.28;7.96
-248.54;-1178.85
-182.29;-117.89
51.55;-11.79
238.00;-1.18
205.63;783.17
-15.79;416.18
-222.69;41.62
-224.86;4.16
-20.28;-752.34
202.94;-75.23
239.58;912.74
55.95;91.27
-179.11;9.13
-249.50;-1178.74
-90.50;-117.87
151.71;-11.79
254.44;-1.18
123.24;746.88
-121.27;451.18
-254.28;45.12
-153.51;-992.33
88.40;-99.23
249.03;-9.92
180.71;625.34
-53.76;62.53
-238.80;-1173.39
-204.29;-614.75
18.04;-61.48
223.79;-6.15
223.78;-0.61
18.03;-0.06
-204.29;337.96
-238.80;33.80
-53.75;-994.90
180.71;-99.49
249.03;-9.95
88.39;627.75
-153.52;62.77
-254.28;-1173.37
-121.26;-117.34
123.25;-11.73
254.44;-1.17
151.70;-0.12
-90.51;-0.01
-249.51;-0.00
-179.11;-0.00
55.96;-0.00
239.58;1179.61
202.93;117.96
-20.29;444.26
-224.86;-1135.22
-222.69;-773.58
-15.78;-77.36
205.64;-7.74
237.99;-0.77
51.54;-0.08
-182.30;172.72
-248.53;17.27
-86.27;-847.94
155.31;118.79
254.10;985.25
119.27;98.52
-125.22;9.85
-254.58;-1178.66
-149.88;-780.81
92.62;-78.08
249.96;-7.81
177.49;-0.78
-58.16;-124.28
-240.34;-12.43
-201.56;-1.24
22.54;395.70
225.91;1204.71
221.58;797.56
13.53;494.58
-206.96;49.46
-237.17;-1174.70
-49.33;-117.47
183.87;-11.75
248.02;-1.17
84.14;-0.12
-157.10;-186.20
-253.90;-18.62
-117.27;-1.86
127.18;-0.19
254.70;907.65
148.05;90.76
-94.72;379.16
-250.40;-1141.73
-175.87;-830.65
60.36;195.94
241.09;19.59
200.17;1.96
-24.79;0.20
-226.95;-1145.21
-220.46;-114.52
-11.27;-571.68
208.27;302.47
236.34;928.38
47.11;92.84
-185.43;459.82
-247.48;-1106.92
-82.01;-832.38
158.87;514.65
253.68;51.46
115.26;5.15
-129.13;-83.37
0.00;-8.34
214.58;1178.78
231.87;1297.49
35.99;1309.36
-192.98;505.26
-244.53;-650.21
-71.25;-450.40
167.53;48.56
252.29;604.90
105.09;584.47
-138.73;-416.82
-255.00;-997.01
-136.83;-596.21
107.14;-68.98
252.60;625.62
165.82;590.50
-73.42;-240.54
-245.16;-24.05
-191.50;-513.50
38.22;19.21
232.80;667.56
213.35;584.90
-2.26;-421.46
-215.79;-983.19
-230.92;-695.09
-33.75;-1249.16
194.45;-108.54
243.88;647.95
69.08;659.51
-169.23;-726.30
-251.95;-72.63
-103.03;-552.73
140.61;48.95
254.98;735.87
134.92;613.34
-109.19;-454.37
-252.90;-1071.80
-164.10;-107.18
75.57;13.58
245.77;807.51
190.00;752.33
-40.45;-766.09
-233.71;-76.61
-212.10;-559.54
4.51;55.11
216.98;1185.12
229.96;692.35
31.51;416.46
-195.90;215.27
-243.21;-1039.93
-66.91;-103.99
170.91;92.20
251.59;600.81
100.96;567.07
-142.49;353.89
-254.94;35.39
-133.00;-723.73
111.22;44.09
253.18;890.84
162.37;840.94
-77.73;322.52
-246.36;-1147.40
-188.49;-114.74
42.68;118.13
234.61;701.03
210.84;701.72
-6.77;455.01
-218.16;45.50
-228.97;-732.37
-29.27;-732.40
197.34;-73.24
242.52;961.18
64.72;964.80
-172.58;318.89
-251.21;31.89
-98.88;3.19
144.36;0.32
254.88;714.02
131.06;525.47
-113.25;360.17
-253.44;36.02
-160.62;-789.55
79.87;-50.95
246.93;973.57
186.96;715.48
-44.90;25.94
-235.48;-1177.05
-209.56;-117.71
9.03;-11.77
219.32;1178.44
227.97;823.01
27.03;428.62
-198.76;-377.98
-241.81;-1217.45
-62.54;-953.88
174.23;-95.39
250.81;1141.20
96.80;702.47
-146.21;70.25
-254.80;-1117.15
-129.12;-111.71
115.27;139.60
253.68;812.91
158.86;420.41
-82.01;42.04
-247.49;4.20
-185.42;-884.64
47.12;-88.46
236.34;-8.85
208.27;-0.88
-11.28;24.68
-220.46;-1177.18
-226.95;-117.72
-24.78;-11.77
200.17;139.87
241.09;919.14
60.35;502.13
-175.87;50.21
-250.40;-1174.63
-94.71;-849.23
148.06;-84.92
254.70;-8.49
127.17;829.78
-117.28;82.98
-253.90;-947.68
-157.09;-94.77
84.15;187.44
248.02;18.74
183.86;513.72
-49.34;355.03
-237.18;35.50
-206.96;-909.95
13.54;-90.99
221.59;761.77
225.91;76.18
22.53;752.75
-201.56;75.27
-240.34;-1151.02
-58.15;-115.10
177.50;215.04
249.96;21.50
92.61;545.14
-149.89;409.11
-254.58;40.91
-125.21;-895.19
119.28;-89.52
254.10;782.87
155.31;78.29
-86.28;-34.18
-248.54;-993.96
-182.29;-99.40
51.55;-9.94
238.00;1178.62
205.63;117.86
-15.79;394.39
-222.69;39.44
-224.86;-992.00
-20.28;-658.28
202.94;-65.83
239.58;921.79
55.95;92.18
-179.11;62.43
-249.50;6.24
-90.50;0.62
151.71;0.06
254.44;0.01
123.24;763.31
-121.27;451.56
-254.28;45.16
-153.51;-1098.96
88.40;-109.90
249.03;912.05
180.71;666.59
-53.76;66.66
-238.80;-1172.98
-204.29;-117.30
18.04;-11.73
223.79;-1.17
223.78;849.48
18.03;84.95
-204.29;436.89
-238.80;43.69
-53.75;-948.44
180.71;-94.84
249.03;871.08
88.39;87.11
-153.52;8.71
-254.28;-1178.78
-121.26;-117.88
123.25;-11.79
254.44;-1.18
151.70;786.41
-90.51;78.64
-249.51;7.86
-179.11;0.79
55.96;0.08
239.58;0.01
202.93;0.00
-20.29;482.69
-224.86;48.27
-222.69;-736.49
-15.78;-73.65
205.64;402.68
237.99;40.27
51.54;4.03
-182.30;0.40
-248.53;0.04
-86.27;0.00
155.31;0.00
254.10;0.00
119.27;740.88
-125.22;74.09
-254.58;7.41
-149.88;-959.63
92.62;-95.96
249.96;-9.60
177.49;688.62
-58.16;68.86
-240.34;-1172.76
-201.56;-117.28
22.54;388.41
225.91;38.84
221.58;3.88
13.53;438.98
-206.96;43.90
-237.17;4.39
-49.33;-931.78
183.87;-93.18
248.02;-9.32
84.14;638.00
-157.10;63.80
-253.90;-1173.27
-117.27;-117.33
127.18;473.55
254.70;47.35
148.05;4.74
-94.72;-30.13
-250.40;-3.01
-175.87;-813.72
60.36;184.96
241.09;964.40
200.17;96.44
-24.79;349.77
-226.95;-1144.67
-220.46;-783.24
-11.27;-78.04
208.27;544.08
236.34;54.41
47.11;617.91
-185.43;214.97
-247.48;21.50
-82.01;-746.90
158.87;225.37
253.68;895.10
115.26;89.51
-129.13;8.95
0.00;0.90
214.58;1179.70
231.87;1297.58
35.99;959.31
-192.98;509.93
-244.53;-651.62
-71.25;-1244.81
167.53;-126.35
252.29;573.73
105.09;591.90
-138.73;-547.48
-255.00;-54.75
-136.83;-525.03
107.14;32.39
252.60;673.13
165.82;537.76
-73.42;-378.48
-245.16;-1020.11
-191.50;-102.01
38.22;-16.86
232.80;710.50
213.35;902.29
-2.26;-453.37
-215.79;-45.34
-230.92;-569.55
-33.75;-410.19
194.45;78.86
243.88;830.13
69.08;664.16
-169.23;-235.26
-251.95;-978.86
-103.03;-97.89
140.61;47.45
254.98;615.31
134.92;605.78
-109.19;-743.30
-252.90;-821.76
-164.10;-639.53
75.57;48.91
245.77;844.34
190.00;696.72
-40.45;-329.75
-233.71;-1073.01
-212.10;-107.30
4.51;62.46
216.98;1185.86
229.96;963.25
31.51;348.25
-195.90;280.99
-243.21;-1151.55
-66.91;-833.53
170.91;-83.35
251.59;766.02
100.96;891.75
-142.49;268.28
-254.94;26.83
-133.00;2.68
111.22;107.73
253.18;770.48
162.37;633.00
-77.73;425.28
-246.36;42.53
-188.49;-784.40
42.68;55.41
234.61;981.79
210.84;1065.50
-6.77;272.26
-218.16;-1152.42
-228.97;-115.24
-29.27;-297.08
197.34;-27.91
242.52;835.83
64.72;745.55
-172.58;309.28
-251.21;-1092.88
-98.88;-729.82
144.36;-72.98
254.88;871.03
131.06;701.91
-113.25;259.55
-253.44;25.96
-160.62;2.60
79.87;151.21
246.93;869.87
186.96;451.59
-44.90;33.64
-235.48;-1150.87
-209.56;-875.12
9.03;-87.51
219.32;963.54
227.97;1177.25
27.03;697.15
-198.76;232.25
-241.81;23.23
-62.54;2.32
174.23;89.87
250.81;672.76
96.80;421.26
-146.21;-655.37
-254.80;-1217.00
-129.12;-780.68
115.27;-78.07
253.68;1171.81
158.86;117.18
-82.01;242.84
-247.49;24.28
-185.42;2.43
47.12;162.06
236.34;16.21
208.27;419.33
-11.28;41.93
-220.46;4.19
-226.95;-947.71
-24.78;-606.33
200.17;-60.63
241.09;-6.06
60.35;779.44
-175.87;77.94
-250.40;-942.97
-94.71;-94.30
148.06;164.74
254.70;16.47
127.17;383.18
-117.28;38.32
-253.90;3.83
-157.09;-951.17
84.15;-95.12
248.02;686.73
183.86;68.67
-49.34;-48.64
-237.18;-1162.80
-206.96;-116.28
13.54;-11.63
221.59;1178.45
225.91;117.84
22.53;336.86
-201.56;33.69
-240.34;-1176.28
-58.15;-855.34
177.50;-85.53
249.96;-8.55
92.61;-0.86
-149.89;77.13
-254.58;-961.41
