-125.21;-96.14
119.28;209.99
254.10;1200.61
155.31;585.65
-86.28;410.75
-248.54;41.08
-182.29;-968.50
51.55;-96.85
238.00;824.18
205.63;82.42
-15.79;8.24
-222.69;-1178.82
-224.86;-117.88
-20.28;-11.79
202.94;255.61
239.58;25.56
55.95;579.38
-179.11;505.06
-249.50;-1129.14
-90.50;-830.57
151.71;-83.06
254.44;899.07
123.24;89.91
-121.27;23.86
-254.28;-909.57
-153.51;-90.96
88.40;338.05
249.03;1213.42
180.71;121.34
-53.76;424.15
-238.80;-1137.23
-204.29;-1003.18
18.04;-100.32
223.79;957.40
223.78;95.74
18.03;9.57
-204.29;308.22
-238.80;30.82
-53.75;3.08
180.71;277.26
249.03;1180.63
88.39;118.06
-153.52;389.63
-254.28;-1140.69
-121.26;-809.95
123.25;-80.99
254.44;1064.63
151.70;106.46
-90.51;10.65
-249.51;-1092.98
-179.11;-109.30
55.96;302.92
239.58;30.29
202.93;3.03
-20.29;436.80
-224.86;43.68
-222.69;-878.53
-15.78;-453.43
205.64;156.36
237.99;15.64
51.54;1.56
-182.30;0.16
-248.53;-1051.72
-86.27;-105.17
155.31;390.09
254.10;1094.10
119.27;109.41
-125.22;374.00
-254.58;-1142.25
-149.88;-806.04
92.62;-80.60
249.96;1129.90
177.49;112.99
-58.16;11.30
-240.34;1.13
-201.56;0.11
22.54;0.01
225.91;1179.61
221.58;735.36
13.53;73.54
-206.96;279.26
-237.17;-1151.72
-49.33;-806.37
183.87;-80.64
248.02;1069.52
84.14;106.95
-157.10;10.70
-253.90;1.07
-117.27;0.11
127.18;453.61
254.70;45.36
148.05;4.54
-94.72;0.45
-250.40;0.05
-175.87;-933.66
60.36;172.78
241.09;1029.35
200.17;102.93
-24.79;10.29
-226.95;-1178.62
-220.46;-117.86
-11.27;-541.06
208.27;478.51
236.34;1179.62
47.11;592.44
-185.43;59.24
-247.48;5.92
-82.01;-826.04
158.87;-82.60
253.68;973.64
115.26;673.47
-129.13;4.28
0.00;0.43
214.58;1179.65
231.87;117.97
35.99;1191.41
-192.98;588.87
-244.53;-613.31
-71.25;-403.22
167.53;-36.43
252.29;733.20
105.09;698.57
-138.73;-486.16
-255.00;-941.67
-136.83;-573.40
107.14;36.19
252.60;872.66
165.82;616.57
-73.42;-240.02
-245.16;-1023.90
-191.50;-590.19
38.22;-43.18
