204.48,53.39
207.49,5.34
210.41,56.80
213.25,31.24
216.00,3.12
218.67,47.22
221.25,4.72
223.74,42.95
226.14,36.62
228.45,3.66
230.67,32.87
232.80,3.29
234.84,24.74
236.78,2.47
238.62,0.25
240.37,16.76
242.03,1.68
243.58,10.61
245.04,1.06
246.41,0.11
247.67,6.60
248.83,0.66
249.90,3.41
250.86,0.34
251.73,0.03
252.49,1.19
253.16,0.12
253.72,0.30
254.18,0.03
254.54,0.00
254.79,0.36
254.95,0.04
255.00,0.00
254.95,0.00
254.80,0.00
254.55,611.75
254.19,61.17
253.73,6.12
253.18,0.61
252.52,0.06
251.76,566.93
250.90,56.69
249.93,5.67
248.87,0.57
247.71,18.16
246.45,1.82
245.09,25.31
243.64,2.53
242.08,0.25
240.43,56.01
238.69,5.60
236.84,86.60
234.91,8.66
232.87,0.87
230.75,461.25
228.53,198.04
226.23,19.80
223.83,1.98
221.34,227.18
218.76,22.72
216.10,262.48
213.35,26.25
210.51,309.70
207.59,30.97
204.59,256.54
201.50,25.65
198.34,2.57
195.09,0.26
191.77,282.19
188.37,325.15
184.89,32.51
181.35,271.56
177.72,286.90
174.03,251.35
170.27,215.57
166.44,333.79
162.54,324.37
158.58,253.84
154.56,25.38
150.47,257.53
146.32,246.61
142.12,235.37
137.85,23.54
133.54,272.35
129.16,27.24
124.74,195.07
120.27,243.07
115.75,278.29
111.18,148.97
106.57,48.12
101.91,109.32
97.22,170.41
92.49,118.49
87.71,94.29
82.91,145.08
78.07,53.03
73.20,192.43
68.30,62.62
63.37,142.16
58.42,148.32
53.44,119.95
48.45,79.32
43.43,183.72
38.40,82.74
33.35,102.34
28.28,68.48
23.21,119.17
18.13,65.20
13.04,90.15
7.94,80.47
2.84,99.13
-2.26,-646.44
-7.36,-64.64
-12.45,-6.46
-17.54,-1180.29
-22.63,-1011.08
-27.70,-483.86
-32.77,-147.21
-37.82,-355.10
-42.85,-312.17
-47.87,-153.62
-52.87,-90.85
-57.85,-277.54
-62.80,-263.99
-67.73,-116.29
-72.64,-74.34
-77.51,-255.19
-82.35,-282.02
-87.16,-110.53
-91.94,-66.57
-96.68,-160.20
-101.38,-186.37
-106.04,-165.95
-110.65,-74.63
-115.22,-158.66
-119.75,-403.48
-124.23,-97.48
-128.66,-79.59
-133.04,-152.57
-137.36,-235.29
-141.63,-60.97
-145.84,-115.90
-149.99,-217.22
-154.09,-194.59
-158.12,-38.97
-162.09,-48.90
-166.00,-195.76
-169.83,-152.42
-173.60,-20.46
-177.30,-32.11
-180.93,-142.35
-184.49,-143.01
-187.97,-14.55
-191.38,-18.27
-194.71,-124.23
-197.97,-121.86
-201.14,-48.62
-204.24,-16.92
-207.25,-106.16
-210.18,-100.69
-213.03,-72.24
-215.79,-16.40
-218.46,-109.28
-221.05,-78.25
-223.55,-71.54
-225.95,-11.91
-228.27,-70.20
-230.50,-59.58
-232.63,-61.47
-234.68,-6.15
-236.63,-51.99
-238.48,-39.83
-240.24,-43.22
-241.90,-4.32
-243.46,-25.52
-244.93,-22.42
-246.30,-31.47
-247.57,-3.51
-248.75,-12.77
-249.82,-13.95
-250.79,-14.17
-251.66,-1.67
-252.44,-5.64
-253.11,-4.88
-253.68,-0.92
-254.14,-0.16
-254.51,-2.36
-254.78,-2.94
-254.94,-1.91
-255.00,-83.78
-254.96,-9.35
-254.82,-4.72
-254.57,-3.96
-254.22,-35.14
-253.78,-3.77
-253.23,-5.85
-252.57,-6.24
-251.82,-4.48
-250.97,-0.81
-250.02,-14.84
-248.96,-16.96
-247.81,-3.75
-246.56,-0.63
-245.21,-26.77
-243.76,-47.57
-242.21,-24.38
-240.57,-2.62
-238.83,-45.98
-236.99,-109.90
-235.06,-65.17
-233.04,-10.12
-230.92,-87.84
-228.71,-194.72
-226.41,-114.33
-224.02,-25.29
-221.54,-158.05
-218.97,-304.42
-216.31,-167.24
-213.57,-72.88
-210.74,-278.62
-207.83,-412.16
-204.83,-225.90
-201.75,-193.12
-198.59,-467.04
-195.35,-540.08
-192.04,-176.48
-188.64,-263.35
-185.17,-576.95
-181.63,-236.08
-178.02,-82.00
-174.33,-422.09
-170.57,-425.50
-166.75,-130.28
-162.86,-125.06
-158.90,-519.10
-154.88,-428.11
-150.80,-56.74
-146.65,-208.89
-142.45,-411.49
-138.19,-207.54
-133.88,-20.83
